Pos,Player,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,Easy,Hard,Total Score
76,Yoda,2,2,2,2,2,3,2,2,2,1,4,6,2,4,2,2,2,4,2,3,2,2,3,2,3,3,3,5,3,2,4,2,2,3,9,7,-16,-4,-20
79,Talisman-,3,2,2,2,2,3,3,3,2,2,5,2,2,5,2,3,3,9,2,3,2,2,3,2,3,2,3,4,5,3,2,2,3,4,4,3,-7,-12,-19
80,Star_fox,3,3,2,2,4,2,5,5,2,2,3,2,2,2,2,4,3,3,2,3,3,3,4,4,3,2,5,2,4,3,2,2,2,4,6,3,-11,-7,-18
81,Autodidactic,3,2,2,2,4,3,1,2,4,2,5,5,2,3,2,2,2,4,2,3,2,4,3,2,3,2,5,3,5,2,5,2,3,5,4,4,-12,-5,-17
81,Bartimaeus,3,2,2,2,3,3,1,2,4,3,7,3,2,2,3,2,2,3,2,3,4,2,3,2,4,2,6,3,5,3,2,2,2,5,4,6,-13,-4,-17
81,D3bb13,3,2,2,3,2,2,2,2,4,2,3,8,2,3,2,2,2,4,2,3,6,2,4,2,6,2,6,3,4,3,3,2,3,3,3,2,-12,-5,-17
81,KCRob,2,2,4,2,3,2,2,4,2,1,4,6,2,4,1,2,2,5,2,3,3,6,3,2,3,2,5,3,5,5,2,2,2,5,4,2,-12,-5,-17
85,Indianchief,3,2,2,2,2,4,5,2,1,2,5,5,3,2,1,2,2,9,2,2,4,3,3,2,3,2,3,3,4,3,3,2,2,4,5,6,-8,-8,-16
86,Brit_The_Elder,3,3,2,3,2,2,2,2,1,2,6,3,3,3,2,3,6,7,2,2,3,3,2,2,4,2,5,3,4,2,3,2,5,4,6,2,-7,-8,-15
86,WaltSobchak,2,2,2,2,4,3,3,5,4,6,3,2,3,3,2,3,3,3,3,3,4,2,4,2,4,3,4,4,3,3,2,2,3,4,4,2,-7,-8,-15
88,Ronsgard,2,2,2,3,3,4,1,5,2,2,5,4,3,2,2,2,3,7,1,3,3,5,3,2,4,2,4,3,4,3,2,2,3,5,5,4,-8,-6,-14
89,Earthling303,3,2,2,4,2,3,3,2,2,4,6,5,3,3,1,2,4,6,2,2,3,2,2,2,3,3,5,3,3,3,3,2,7,4,6,2,-5,-7,-12
90,Crudzilla,2,2,2,2,4,4,2,2,4,2,5,3,3,3,3,3,4,3,2,3,2,7,3,3,2,4,3,2,6,3,3,2,3,4,4,6,-9,-2,-11
91,Cookie5,3,3,2,2,6,4,1,3,2,2,5,6,3,3,1,3,4,6,2,2,2,3,4,2,3,3,4,4,4,3,2,2,3,5,4,5,-3,-7,-10
92,seppe,4,2,2,2,2,2,3,4,2,3,9,4,2,3,2,2,4,6,2,3,4,2,3,3,2,2,5,5,5,3,3,2,1,7,5,2,-4,-5,-9
93,QuestPete,3,2,2,2,3,5,1,2,4,6,6,3,2,3,2,2,3,4,3,2,3,2,5,3,3,4,5,3,6,3,2,2,5,5,5,3,-7,0,-7
94,Otvormeister,2,2,3,3,2,3,5,2,4,2,4,7,2,4,2,2,3,4,3,3,3,4,4,3,3,3,4,3,6,3,5,3,2,4,4,4,-6,0,-6
94,brndmm,2,3,3,2,3,4,4,3,4,3,8,3,2,4,2,2,3,9,2,2,3,2,4,3,4,3,3,2,5,4,2,2,2,4,4,5,2,-8,-6
96,MaxPikachu,3,2,3,2,2,4,4,2,4,4,5,5,2,3,2,2,2,8,2,3,5,4,3,3,3,4,7,5,3,5,3,1,3,4,5,8,-3,7,4
97,Garfield,3,2,2,2,6,4,1,2,4,3,6,5,3,2,3,4,5,6,2,3,4,4,3,2,2,3,7,4,3,2,4,4,1,8,6,8,1,6,7
98,ReflectingStorms,3,2,2,5,4,5,1,6,5,2,7,7,4,3,3,2,4,5,2,2,7,3,4,3,4,4,4,5,3,4,5,3,4,4,4,6,8,7,15
99,tebowtimeftw,2,3,2,3,6,4,3,4,4,3,8,5,5,3,2,3,3,8,2,4,4,2,4,2,2,4,7,6,4,3,6,2,4,4,9,8,9,13,22
